Timestamp,Open,High,Low,Close,Volume
1779080400,2124.66,2125.00,2117.51,2117.75,115.69883888
1779084000,2117.75,2120.87,2110.30,2118.71,135.82346318
1779087600,2118.72,2122.45,2112.35,2120.71,62.62993023
1779091200,2120.89,2122.78,2118.00,2121.28,45.30005963
1779094800,2121.29,2121.34,2116.85,2117.45,104.86916926
1779098400,2117.47,2117.47,2113.94,2115.34,90.01591494
1779102000,2115.35,2138.85,2112.16,2134.26,179.36205869
1779105600,2134.36,2157.03,2134.36,2151.89,357.24582887
1779109200,2151.40,2151.40,2122.28,2131.29,432.44925432
1779112800,2131.29,2131.29,2100.00,2109.25,681.92191663
1779116400,2109.45,2110.15,2094.71,2107.27,458.61884694
1779120000,2107.49,2110.79,2091.76,2098.64,189.11346416
1779123600,2098.35,2109.80,2096.53,2108.30,74.94296043
1779127200,2108.29,2109.08,2080.00,2081.51,350.49744672
1779130800,2080.73,2127.94,2080.31,2124.74,551.67607512
1779134400,2125.40,2130.05,2115.64,2117.70,118.60055607
1779138000,2117.71,2141.59,2115.06,2137.47,165.10584806
1779141600,2137.67,2141.33,2130.83,2135.39,135.94172561
1779145200,2135.39,2138.50,2127.85,2129.92,46.79102682
1779148800,2129.92,2146.05,2128.77,2135.74,93.81055135
1779152400,2135.75,2137.74,2125.00,2125.81,91.51942660
1779156000,2125.62,2134.63,2120.00,2122.87,163.70060063
1779159600,2122.63,2133.56,2122.06,2130.76,77.32849799
1779163200,2130.76,2135.75,2128.27,2133.40,38.38142072
1779166800,2133.56,2136.57,2124.21,2134.93,106.15602994
1779170400,2134.94,2139.78,2132.93,2137.65,64.09305032
1779174000,2137.26,2144.00,2136.11,2140.81,66.22391510
1779177600,2140.80,2140.81,2131.31,2133.51,51.95360838
1779181200,2133.52,2133.75,2111.96,2114.52,146.88067369
1779184800,2114.16,2121.47,2108.09,2118.21,131.11630199
1779188400,2118.21,2120.06,2110.23,2111.27,91.77189993
1779192000,2111.26,2119.49,2109.83,2118.48,68.48182223
1779195600,2118.49,2126.70,2108.37,2118.80,271.52620784
1779199200,2118.39,2123.03,2095.36,2106.34,354.31478457
1779202800,2106.19,2112.00,2104.38,2109.24,159.07027396
1779206400,2109.25,2121.60,2106.88,2121.03,108.85125115
1779210000,2121.10,2124.69,2113.70,2115.94,56.61995888
1779213600,2115.94,2119.10,2111.54,2115.27,172.00609766
1779217200,2115.28,2122.33,2111.16,2113.03,100.09892819
1779220800,2113.22,2118.59,2112.91,2118.27,61.87387262
1779224400,2118.12,2119.82,2116.92,2116.92,47.19473949
1779228000,2116.93,2116.93,2102.78,2106.22,83.16797939
1779231600,2106.22,2117.38,2105.06,2111.71,67.25469013
1779235200,2111.71,2114.68,2103.44,2110.39,66.43299371
1779238800,2110.96,2117.75,2104.09,2115.29,113.70311273
1779242400,2115.29,2116.24,2106.82,2108.62,66.32562323
1779246000,2108.74,2115.38,2106.17,2111.27,71.54974311
1779249600,2111.26,2114.07,2107.41,2112.59,36.41390265
1779253200,2112.60,2129.50,2112.60,2125.77,81.76651405
1779256800,2125.84,2133.64,2125.84,2132.92,90.07283052
1779260400,2132.92,2135.00,2128.64,2129.15,105.36508227
1779264000,2129.15,2136.57,2128.60,2131.10,95.28641889
1779267600,2131.50,2131.96,2127.55,2128.78,183.09231296
1779271200,2128.79,2135.84,2128.78,2130.87,83.45421422
1779274800,2130.87,2132.00,2125.17,2128.73,80.02486310
1779278400,2128.04,2139.11,2127.35,2133.74,57.13891807
1779282000,2133.74,2134.38,2116.61,2120.12,179.11731341
1779285600,2120.21,2138.37,2114.52,2135.48,219.32922795
1779289200,2135.48,2147.77,2129.15,2135.78,246.21102316
1779292800,2135.83,2139.35,2124.94,2135.02,152.49996230
1779296400,2134.48,2148.00,2132.31,2140.75,145.72601000
1779300000,2140.64,2140.87,2131.82,2132.16,65.49691869
1779303600,2132.19,2140.62,2130.33,2139.04,63.59212143
1779307200,2139.05,2140.15,2129.56,2136.19,90.05068766
1779310800,2136.18,2138.10,2130.34,2130.34,69.12518536
1779314400,2130.34,2130.34,2118.77,2128.21,112.48534587
1779318000,2126.68,2129.38,2123.57,2129.38,19.75694945
1779321600,2129.38,2143.79,2128.79,2142.08,71.89030837
1779325200,2142.47,2155.00,2139.53,2141.14,239.02268644
1779328800,2140.39,2147.57,2139.50,2142.53,93.41823791
1779332400,2142.22,2147.11,2141.56,2146.53,170.62080144
1779336000,2146.53,2148.40,2143.85,2145.58,119.62726377
1779339600,2145.58,2147.89,2134.65,2136.64,76.97764879
1779343200,2136.65,2138.55,2128.90,2129.10,177.36614417
1779346800,2129.09,2136.76,2126.08,2135.45,68.95823978
1779350400,2135.29,2147.35,2135.29,2138.74,100.02444655
1779354000,2138.36,2140.27,2129.93,2130.01,64.59608662
1779357600,2130.01,2130.02,2111.42,2114.61,255.57203414
1779361200,2114.34,2119.43,2112.92,2115.42,111.45256905
1779364800,2116.35,2119.72,2111.97,2117.82,158.91634212
1779368400,2119.73,2122.82,2105.93,2119.46,267.20811533
1779372000,2119.86,2125.00,2111.40,2121.88,177.21453093
1779375600,2121.72,2136.54,2119.43,2132.36,168.32599468
1779379200,2132.89,2135.79,2123.81,2127.96,97.01163869
1779382800,2127.96,2152.39,2126.77,2146.32,339.00806878
1779386400,2146.66,2146.72,2122.64,2126.13,169.76628596
1779390000,2126.13,2144.54,2126.13,2142.98,103.16715763
1779393600,2142.96,2142.96,2137.03,2138.20,72.59828527
1779397200,2138.35,2139.95,2134.60,2135.18,19.40945907
1779400800,2135.43,2136.48,2130.79,2131.41,126.56403963
1779404400,2131.41,2135.88,2127.67,2133.38,57.08121353
1779408000,2133.37,2134.35,2129.07,2129.07,23.37511159
1779411600,2128.85,2136.12,2125.91,2135.13,90.12415018
1779415200,2135.83,2139.75,2134.26,2137.37,54.06010540
1779418800,2137.37,2140.41,2135.13,2137.61,6.08343042
1779422400,2138.49,2140.04,2132.86,2133.90,89.24203664
1779426000,2133.91,2135.76,2128.12,2129.12,78.30557464
1779429600,2129.13,2130.99,2125.10,2126.12,39.90387691
1779433200,2126.13,2132.10,2123.28,2128.42,147.41010209
1779436800,2128.42,2131.95,2120.67,2121.81,108.58220492
1779440400,2121.81,2125.29,2119.49,2124.27,54.56077803
1779444000,2123.70,2125.48,2121.46,2123.16,22.30741607
1779447600,2123.59,2130.00,2121.12,2129.99,34.71155756
1779451200,2129.99,2136.86,2129.36,2133.78,114.36118556
1779454800,2133.78,2134.64,2124.05,2128.81,122.90877992
1779458400,2128.97,2128.97,2114.39,2116.75,153.84338881
1779462000,2116.63,2125.03,2114.00,2120.32,175.78010524
1779465600,2120.12,2123.51,2118.87,2123.00,51.65382206
1779469200,2123.00,2129.57,2120.19,2120.19,81.03164130
1779472800,2120.19,2121.44,2086.20,2100.27,233.56958345
1779476400,2100.23,2102.70,2055.00,2064.74,491.38064850
1779480000,2064.74,2077.87,2064.59,2072.90,239.77184303
1779483600,2072.12,2079.41,2071.37,2078.13,115.93833715
1779487200,2077.89,2079.43,2068.59,2073.30,76.75276739
