Timestamp,Open,High,Low,Close,Volume
1779080400,2.0776,2.0842,2.0615,2.0618,2105.66742836
1779084000,2.0662,2.0886,2.0514,2.0662,1790.38736841
1779087600,2.0702,2.0744,2.0498,2.0599,205.76000000
1779091200,2.0623,2.0735,2.0462,2.0486,214.17500000
1779094800,2.0477,2.0529,2.0288,2.0335,2745.97001766
1779098400,2.0333,2.0375,2.0203,2.0205,215.60000000
1779102000,2.0205,2.0481,2.0116,2.0275,2216.32558667
1779105600,2.0271,2.0434,2.0251,2.0326,5314.04626999
1779109200,2.0322,2.0442,2.0158,2.0357,205.64500000
1779112800,2.0357,2.0400,2.0112,2.0112,1720.28259240
1779116400,2.0110,2.0271,1.9886,2.0250,808.38130445
1779120000,2.0254,2.0407,2.0139,2.0407,250.28696590
1779123600,2.0406,2.0529,2.0322,2.0369,7800.02053185
1779127200,2.0369,2.0392,2.0090,2.0131,1117.85525658
1779130800,2.0131,2.0477,2.0131,2.0381,288.61736928
1779134400,2.0377,2.0476,2.0236,2.0256,651.07577433
1779138000,2.0256,2.0462,2.0120,2.0445,23914.58224701
1779141600,2.0498,2.0550,2.0450,2.0540,1426.49499998
1779145200,2.0541,2.0746,2.0534,2.0740,228.95500000
1779148800,2.0740,2.0918,2.0681,2.0744,10574.71924760
1779152400,2.0746,2.0771,2.0503,2.0521,814.40127684
1779156000,2.0509,2.0614,2.0464,2.0524,364.98140320
1779159600,2.0521,2.0722,2.0491,2.0593,1255.99487468
1779163200,2.0590,2.0640,2.0496,2.0582,1775.79510685
1779166800,2.0580,2.0677,2.0475,2.0514,4099.64194991
1779170400,2.0513,2.0650,2.0503,2.0580,378.48980000
1779174000,2.0577,2.0798,2.0492,2.0702,8171.22275779
1779177600,2.0702,2.0757,2.0589,2.0709,6272.55956649
1779181200,2.0693,2.0771,2.0551,2.0570,1477.73587994
1779184800,2.0566,2.0800,2.0549,2.0787,205.50500000
1779188400,2.0788,2.0838,2.0389,2.0394,1927.25127458
1779192000,2.0383,2.0474,2.0361,2.0437,3947.02778128
1779195600,2.0436,2.0518,2.0340,2.0427,676.29009097
1779199200,2.0423,2.0465,2.0219,2.0254,376.18097953
1779202800,2.0273,2.0398,2.0169,2.0331,3640.11987673
1779206400,2.0334,2.0820,2.0334,2.0819,4216.16489255
1779210000,2.0796,2.0867,2.0651,2.0689,1430.86481276
1779213600,2.0697,2.0809,2.0585,2.0585,1481.96398783
1779217200,2.0583,2.0634,2.0465,2.0473,556.69020998
1779220800,2.0470,2.0642,2.0455,2.0597,205.82000000
1779224400,2.0634,2.0674,2.0498,2.0507,3678.93999994
1779228000,2.0496,2.0501,2.0371,2.0431,2506.95201661
1779231600,2.0417,2.0514,2.0395,2.0399,206.12000000
1779235200,2.0407,2.0407,2.0085,2.0117,5646.26478610
