Timestamp,Open,High,Low,Close,Volume
1719100800000,64248.96484375,64490.8125,64245.484375,64411.28515625,26018816.0
1719115200000,64402.80859375,64408.84375,64333.359375,64385.89453125,0.0
1719129600000,64379.890625,64395.3359375,64231.26953125,64293.76953125,29288448.0
1719144000000,64298.46875,64382.8203125,64042.3984375,64060.29296875,419130880.0
1719158400000,64053.359375,64137.9140625,63895.78125,64097.37109375,653840896.0
1719172800000,64101.83984375,64109.27734375,63180.796875,63180.796875,2141503488.0
1719187200000,63173.3515625,63292.52734375,62710.390625,62835.38671875,3207100416.0
1719201600000,62820.2734375,62898.84765625,62128.02734375,62427.1796875,3808516096.0
1719216000000,62445.06640625,62883.7734375,60853.6953125,61265.19921875,7441020928.0
1719230400000,61277.265625,61646.47265625,60699.25,60699.25,4192337920.0
1719244800000,60793.109375,60990.6875,59198.53515625,59198.53515625,9024665600.0
1719259200000,59554.4140625,60374.40234375,58693.8359375,60277.4140625,4341006336.0
1719273600000,60239.75,61555.75390625,60239.75,61272.23828125,1193742336.0
1719288000000,61305.1015625,61389.7734375,60626.96875,60626.96875,193597440.0
1719302400000,60636.23046875,61499.140625,60636.23046875,61190.671875,0.0
1719316800000,61167.671875,62054.16015625,60987.4375,61841.7421875,1707134976.0
1719331200000,61811.9140625,62258.26171875,61202.76171875,62134.64453125,0.0
1719345600000,61989.87109375,62147.94921875,61675.00390625,61804.640625,24143872.0
1719360000000,61789.67578125,62434.13671875,61662.359375,61917.77734375,416696320.0
1719374400000,61924.7421875,61968.8046875,61525.3515625,61697.0078125,0.0
1719388800000,61704.046875,61708.21875,61207.4609375,61409.796875,0.0
1719403200000,61420.125,61951.8046875,61213.3125,61409.796875,9693184.0
1719417600000,61441.9609375,61530.44140625,60695.1875,61048.73828125,468654080.0
1719432000000,60957.640625,61040.9140625,60712.13671875,60811.27734375,318459904.0
1719446400000,60811.2265625,61179.19140625,60764.34765625,60984.3828125,139882496.0
1719460800000,60990.87890625,61129.00390625,60585.33203125,60756.3359375,271308800.0
1719475200000,60748.609375,61333.69140625,60694.453125,61153.7265625,180690944.0
1719489600000,61161.1640625,62286.09375,61097.0234375,61536.6875,1777467392.0
1719504000000,61516.84375,61945.81640625,61364.8359375,61440.515625,12359680.0
1719518400000,61357.8515625,61614.87890625,61302.55859375,61604.80078125,31352832.0
1719532800000,61613.20703125,62126.09765625,61441.19140625,61775.4609375,1054889984.0
1719547200000,61768.42578125,61768.42578125,61190.26171875,61283.98828125,183230464.0
1719561600000,61288.26171875,61698.09375,61186.1640625,61571.7578125,530393088.0
1719576000000,61594.171875,61720.3125,60681.3125,61025.53125,660541440.0
1719590400000,60960.21484375,60985.3984375,60111.64453125,60111.64453125,1850781696.0
1719604800000,59985.40234375,60327.39453125,59985.40234375,60317.63671875,567062528.0
1719619200000,60319.875,60881.703125,60300.96484375,60646.46875,455768064.0
1719633600000,60653.65625,61027.7109375,60618.578125,60946.76171875,0.0
1719648000000,60950.0078125,61097.62109375,60805.87890625,61027.3359375,0.0
1719662400000,61013.5390625,61066.6796875,60867.28515625,60995.93359375,0.0
1719676800000,61001.765625,61001.765625,60846.1328125,60953.375,0.0
1719691200000,60950.89453125,60986.5078125,60818.9375,60880.32421875,0.0
1719705600000,60888.4453125,60962.671875,60688.890625,60796.54296875,108384256.0
1719720000000,60799.94140625,61647.56640625,60633.51953125,61401.0078125,1090097152.0
1719734400000,61414.94140625,61557.66796875,61268.7890625,61428.90625,514036736.0
1719748800000,61438.7265625,61671.08203125,61276.48828125,61620.03125,510579712.0
1719763200000,61598.24609375,61975.28125,61490.625,61932.1640625,946903040.0
1719777600000,61932.4453125,62871.95703125,61789.96875,62678.29296875,2771497984.0
1719792000000,62673.60546875,63700.453125,62510.2265625,63351.4296875,3755194368.0
1719806400000,63354.83984375,63378.5,63182.46875,63222.171875,596051968.0
1719820800000,63221.78125,63234.88671875,62542.01171875,62579.6171875,1171578880.0
1719835200000,62605.10546875,62986.11328125,62495.51171875,62954.140625,2235981824.0
1719849600000,63032.6953125,63777.2265625,62898.2109375,63068.75,3240763392.0
1719864000000,63210.9296875,63332.015625,62768.28515625,62857.3984375,0.0
1719878400000,62844.41015625,63185.38671875,62751.875,63086.20703125,0.0
1719892800000,63078.71484375,63151.44140625,62510.6171875,62548.40234375,384098304.0
1719907200000,62548.27734375,62746.19140625,62375.78125,62715.29296875,366882816.0
1719921600000,62729.69921875,63015.03125,61825.62890625,61944.0546875,964747264.0
1719936000000,61864.97265625,62282.8359375,61752.9609375,61887.84765625,0.0
1719950400000,61816.31640625,62076.59375,61795.6875,62028.87109375,76941312.0
1719964800000,62034.33203125,62187.703125,60706.8671875,60876.3515625,2389217280.0
1719979200000,60887.046875,61079.3828125,60736.66796875,60800.5390625,464195584.0
