id,pair,direction,entry_price,stop_loss,tp1,tp2,close_price,pnl_percent,entry_time,close_time,status,ai_score,total_score,feat_adx,feat_rsi,feat_rsi_momentum,feat_ema_deviation,feat_atr_percent,feat_trend_line,feat_body_ratio
BTCUSDT_3216,BTCUSDT,LONG,89428.804688,88377.532366,90480.077009,92056.985491,92056.985491,2.9389,3216,2026-07-04T06:03:53.687255+00:00,TP_HIT,28.28,63.13,22.7566,62.4449,,,,,
BTCUSDT_3219,BTCUSDT,LONG,89945.054688,88670.62154,91219.487835,93131.137556,93131.137556,3.5423,3219,2026-07-04T06:03:53.687265+00:00,TP_HIT,31.55,69.28,28.3203,77.9561,,,,,
BTCUSDT_3223,BTCUSDT,LONG,89927.828125,88573.741964,91281.914286,93313.043527,93313.043527,3.7644,3223,2026-07-04T06:03:53.691486+00:00,TP_HIT,26.06,65.88,41.1039,79.4492,,,,,
BTCUSDT_3224,BTCUSDT,LONG,90056.625,88718.396317,91394.853683,93402.196708,93402.196708,3.715,3224,2026-07-04T06:03:53.691499+00:00,TP_HIT,32.2,61.47,42.8736,78.0367,,,,,
BTCUSDT_3226,BTCUSDT,LONG,91205.828125,89783.047656,92628.608594,94762.779297,89783.047656,-1.56,3226,2026-07-04T06:03:53.712918+00:00,SL_HIT,27.05,62.08,47.5941,81.7944,,,,,
BTCUSDT_3229,BTCUSDT,LONG,91270.453125,89927.967522,92612.938728,94626.667132,94626.667132,3.6772,3229,2026-07-04T06:03:53.696452+00:00,TP_HIT,31.91,63.03,56.338,76.7171,,,,,
BTCUSDT_3232,BTCUSDT,LONG,92845.640625,91706.020647,93985.260603,95694.690569,91706.020647,-1.2274,3232,2026-07-04T06:03:53.704131+00:00,SL_HIT,28.71,65.82,60.1868,78.1633,,,,,
BTCUSDT_3235,BTCUSDT,LONG,93883.945312,92631.088058,95136.802567,97016.088449,92631.088058,-1.3345,3235,2026-07-04T06:03:53.704140+00:00,SL_HIT,26.54,70.61,61.8707,86.7379,,,,,
BTCUSDT_3236,BTCUSDT,LONG,94225.585938,92883.586496,95567.585379,97580.584542,92883.586496,-1.4242,3236,2026-07-04T06:03:53.704148+00:00,SL_HIT,26.07,60.83,64.1791,87.1357,,,,,
BTCUSDT_3240,BTCUSDT,LONG,93789.015625,92366.826786,95211.204464,97344.487723,92366.826786,-1.5164,3240,2026-07-04T06:03:53.704153+00:00,SL_HIT,26.66,60.53,66.193,70.9346,,,,,
BTCUSDT_3274,BTCUSDT,LONG,91719.34375,90950.817076,92487.870424,93640.660435,90950.817076,-0.8379,3274,2026-07-04T06:03:53.749344+00:00,SL_HIT,30.26,63.97,18.7285,81.9776,,,,,
BTCUSDT_3281,BTCUSDT,LONG,91853.820312,90395.53404,93312.106585,95499.535993,95499.535993,3.969,3281,2026-07-04T06:03:53.765813+00:00,TP_HIT,25.86,61.12,25.0034,63.8325,,,,,
BTCUSDT_3283,BTCUSDT,LONG,93283.03125,91605.621094,94960.441406,97476.556641,97476.556641,4.4955,3283,2026-07-04T06:03:53.771054+00:00,TP_HIT,24.5,66.14,31.045,70.7907,,,,,
BTCUSDT_3284,BTCUSDT,LONG,94194.648438,92396.379129,95992.917746,98690.321708,92396.379129,-1.9091,3284,2026-07-04T06:03:53.805128+00:00,SL_HIT,24.5,63.29,34.8061,74.3802,,,,,
BTCUSDT_3315,BTCUSDT,SHORT,93655.671875,94561.604241,92749.739509,91390.84096,91390.84096,2.4183,3315,2026-07-04T06:03:53.821757+00:00,TP_HIT,24.52,69.59,37.7909,39.457,,,,,
BTCUSDT_3316,BTCUSDT,SHORT,92642.5625,93649.097991,91636.027009,90126.223772,90126.223772,2.7162,3316,2026-07-04T06:03:53.826840+00:00,TP_HIT,24.52,69.81,41.5299,27.5002,,,,,
BTCUSDT_3317,BTCUSDT,SHORT,92792.71875,93738.83471,91846.60279,90427.42885,90427.42885,2.549,3317,2026-07-04T06:03:53.826847+00:00,TP_HIT,28.32,67.6,44.3457,21.2307,,,,,
BTCUSDT_3319,BTCUSDT,SHORT,93022.8125,94021.332366,92024.292634,90526.512835,90526.512835,2.6835,3319,2026-07-04T06:03:53.826853+00:00,TP_HIT,27.7,60.19,43.7162,28.5423,,,,,
BTCUSDT_3320,BTCUSDT,SHORT,93079.109375,94105.105357,92053.113393,90514.11942,90514.11942,2.7557,3320,2026-07-04T06:03:53.826858+00:00,TP_HIT,27.7,63.21,43.587,26.4066,,,,,
BTCUSDT_3321,BTCUSDT,SHORT,92553.601562,93663.561719,91443.641406,89778.701172,89778.701172,2.9982,3321,2026-07-04T06:03:53.828543+00:00,TP_HIT,29.38,68.69,45.6521,19.4666,,,,,
BTCUSDT_3322,BTCUSDT,SHORT,92357.453125,93500.311496,91214.594754,89500.307199,89500.307199,3.0936,3322,2026-07-04T06:03:53.828554+00:00,TP_HIT,28.7,61.21,46.253,19.743,,,,,
BTCUSDT_3323,BTCUSDT,SHORT,91076.867188,92388.842188,89764.892187,87796.929688,87796.929688,3.6013,3323,2026-07-04T06:03:53.835290+00:00,TP_HIT,24.51,63.54,48.3266,16.0059,,,,,
